"","LF_Number","LF_Name","total_count","HPDG_total_prop","HPDG_total_count","VH_total_prop","VH_total_count","H_total_prop","H_total_count","M_total_prop","M_total_count","L_total_prop","L_total_count","VL_total_prop","VL_total_count","LPDG_total_prop","LPDG_total_count"
"20",64,"LF64: Mortality or fitness reduction due to increases in salinity",22,0.636363636363636,14,0,0,0,0,0,0,0,0,0,0,0.363636363636364,8
"21",52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",22,0.590909090909091,13,0,0,0,0,0.0454545454545455,1,0,0,0,0,0.363636363636364,8
"22",62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",22,0.590909090909091,13,0,0,0,0,0.0454545454545455,1,0,0,0,0,0.363636363636364,8
"23",10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",22,0.590909090909091,13,0,0,0,0,0,0,0.0454545454545455,1,0.363636363636364,8,0,0
"24",33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",22,0.590909090909091,13,0,0,0,0,0,0,0.0454545454545455,1,0.0909090909090909,2,0.272727272727273,6
"25",27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",22,0.590909090909091,13,0,0,0,0,0,0,0,0,0,0,0.409090909090909,9
"26",28,"LF28: Mortality or fitness reduction as a result of poor pH levels",22,0.590909090909091,13,0,0,0,0,0,0,0,0,0,0,0.409090909090909,9
"27",68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",22,0.545454545454545,12,0.272727272727273,6,0,0,0.0909090909090909,2,0.0454545454545455,1,0.0454545454545455,1,0,0
"28",67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",22,0.545454545454545,12,0.136363636363636,3,0.181818181818182,4,0.0909090909090909,2,0,0,0,0,0.0454545454545455,1
"29",59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",22,0.545454545454545,12,0.0909090909090909,2,0.0909090909090909,2,0.181818181818182,4,0,0,0,0,0.0909090909090909,2
"30",4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",22,0.5,11,0,0,0,0,0,0,0,0,0,0,0.5,11
"31",39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",22,0.454545454545455,10,0,0,0.0454545454545455,1,0.0454545454545455,1,0.136363636363636,3,0.318181818181818,7,0,0
"32",20,"LF20: Mortality or fitness reduction due to redd overspawn",22,0.454545454545455,10,0,0,0,0,0.0454545454545455,1,0,0,0.5,11,0,0
"33",13,"LF13: Mortality or fitness reduction as a result of poor pH levels",22,0.454545454545455,10,0,0,0,0,0,0,0,0,0,0,0.545454545454545,12
"34",14,"LF14: Mortality or fitness reduction as a result of changes to salinity",22,0.454545454545455,10,0,0,0,0,0,0,0,0,0,0,0.545454545454545,12
"35",38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",22,0.363636363636364,8,0.0454545454545455,1,0.227272727272727,5,0.0909090909090909,2,0.0454545454545455,1,0.227272727272727,5,0,0
"36",41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",22,0.363636363636364,8,0,0,0,0,0,0,0.136363636363636,3,0.5,11,0,0
"37",15,"LF15: Mortality or fitness reduction due to deleterious substances",22,0.363636363636364,8,0,0,0,0,0,0,0.0454545454545455,1,0.136363636363636,3,0.454545454545455,10
"38",45,"LF45: Mortality or fitness reduction as a result of deleterious substances",22,0.363636363636364,8,0,0,0,0,0,0,0,0,0.0909090909090909,2,0.545454545454545,12
"39",30,"LF30: Mortality or fitness reduction as a result of elevated predation",22,0.318181818181818,7,0,0,0,0,0.0454545454545455,1,0.0454545454545455,1,0,0,0.590909090909091,13
"40",65,"LF65: Mortality or fitness reduction due to deleterious substances",22,0.318181818181818,7,0,0,0,0,0,0,0.0909090909090909,2,0.181818181818182,4,0.409090909090909,9
"41",69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",22,0.272727272727273,6,0.227272727272727,5,0.136363636363636,3,0,0,0.0909090909090909,2,0.181818181818182,4,0.0909090909090909,2
"42",21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",22,0.272727272727273,6,0,0,0,0,0.0909090909090909,2,0.0454545454545455,1,0.545454545454545,12,0.0454545454545455,1
"43",36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",22,0.227272727272727,5,0.363636363636364,8,0.0454545454545455,1,0.181818181818182,4,0.0454545454545455,1,0.136363636363636,3,0,0
"44",37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",22,0.181818181818182,4,0.318181818181818,7,0.0454545454545455,1,0.227272727272727,5,0.0454545454545455,1,0.136363636363636,3,0.0454545454545455,1
"45",40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",22,0.181818181818182,4,0.0454545454545455,1,0,0,0.136363636363636,3,0.0909090909090909,2,0.272727272727273,6,0.272727272727273,6
"46",11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",22,0.181818181818182,4,0,0,0.0454545454545455,1,0.136363636363636,3,0.181818181818182,4,0.409090909090909,9,0.0454545454545455,1
"47",29,"LF29: Mortality or fitness reduction due to deleterious substances",22,0.181818181818182,4,0,0,0,0,0,0,0,0,0.136363636363636,3,0.681818181818182,15
"48",1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",22,0.136363636363636,3,0,0,0,0,0.227272727272727,5,0.227272727272727,5,0.318181818181818,7,0.0909090909090909,2
"49",53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",22,0.136363636363636,3,0,0,0,0,0,0,0.0454545454545455,1,0.818181818181818,18,0,0
"50",6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",22,0.0909090909090909,2,0.272727272727273,6,0.181818181818182,4,0.181818181818182,4,0,0,0.227272727272727,5,0.0454545454545455,1
"51",7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",22,0.0454545454545455,1,0.0909090909090909,2,0.0454545454545455,1,0.227272727272727,5,0.136363636363636,3,0.363636363636364,8,0.0909090909090909,2
"52",2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",22,0.0454545454545455,1,0,0,0,0,0,0,0.0454545454545455,1,0.818181818181818,18,0.0909090909090909,2
"53",66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",22,0.0454545454545455,1,0,0,0,0,0,0,0,0,0,0,0.954545454545455,21
"54",8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",22,0,0,0.0454545454545455,1,0,0,0.181818181818182,4,0.136363636363636,3,0.590909090909091,13,0.0454545454545455,1
"55",9,"LF9: Mortality or fitness reduction due to fishing",22,0,0,0.0454545454545455,1,0,0,0.0909090909090909,2,0.136363636363636,3,0.727272727272727,16,0,0
"56",50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",22,0,0,0,0,0.0454545454545455,1,0.272727272727273,6,0,0,0.636363636363636,14,0.0454545454545455,1
"57",3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",22,0,0,0,0,0,0,0.0454545454545455,1,0,0,0.954545454545455,21,0,0
"58",34,"LF34: Mortality or fitness reduction due to competition from invasive species",22,0,0,0,0,0,0,0.0454545454545455,1,0,0,0.954545454545455,21,0,0
"59",16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",22,0,0,0,0,0,0,0.0454545454545455,1,0,0,0.818181818181818,18,0.136363636363636,3
"60",47,"LF47: Mortality or fitness reduction due to elevated predation",22,0,0,0,0,0,0,0.0454545454545455,1,0,0,0.818181818181818,18,0.136363636363636,3
"61",5,"LF5: Mortality or fitness reduction due to competition with invasive species",22,0,0,0,0,0,0,0,0,0.0909090909090909,2,0.772727272727273,17,0.136363636363636,3
"62",12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",22,0,0,0,0,0,0,0,0,0.0454545454545455,1,0.0454545454545455,1,0.909090909090909,20
"63",32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",22,0,0,0,0,0,0,0,0,0,0,1,22,0,0
"64",17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",22,0,0,0,0,0,0,0,0,0,0,0.909090909090909,20,0.0909090909090909,2
"65",48,"LF48: Mortality or fitness reduction due to predation by invasive species",22,0,0,0,0,0,0,0,0,0,0,0.863636363636364,19,0.136363636363636,3
"66",18,"LF18: Mortality due to redd disturbance by humans",22,0,0,0,0,0,0,0,0,0,0,0.818181818181818,18,0.181818181818182,4
"67",46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",22,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,1,0.954545454545455,21
"68",31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",22,0,0,0,0,0,0,0,0,0,0,0,0,1,22
