"","source","X","LF_Number","LF_Name","total_count","HPDG_total_prop","HPDG_total_count","VH_total_prop","VH_total_count","H_total_prop","H_total_count","M_total_prop","M_total_count","L_total_prop","L_total_count","VL_total_prop","VL_total_count","LPDG_total_prop","LPDG_total_count"
"2090","31",51,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2091","31",52,29,"LF29: Mortality or fitness reduction due to deleterious substances",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2092","31",53,30,"LF30: Mortality or fitness reduction as a result of elevated predation",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2093","31",54,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2094","31",55,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2095","31",56,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2096","31",57,47,"LF47: Mortality or fitness reduction due to elevated predation",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2097","31",58,48,"LF48: Mortality or fitness reduction due to predation by invasive species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2098","31",59,65,"LF65: Mortality or fitness reduction due to deleterious substances",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2099","31",60,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2100","31",61,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2101","31",62,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"2102","31",63,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"2103","31",64,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"2104","31",65,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"2105","31",66,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"2106","31",67,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"2107","31",68,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"2108","32",1,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2109","32",2,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2110","32",3,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2111","32",4,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2112","32",5,15,"LF15: Mortality or fitness reduction due to deleterious substances",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2113","32",6,19,"LF19: Mortality or fitness reduction due to early alevin emergence",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2114","32",7,20,"LF20: Mortality or fitness reduction due to redd overspawn",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2115","32",8,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2116","32",9,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2117","32",10,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2118","32",11,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2119","32",12,30,"LF30: Mortality or fitness reduction as a result of elevated predation",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2120","32",13,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2121","32",14,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2122","32",15,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2123","32",16,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2124","32",17,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2125","32",18,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2126","32",19,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2127","32",20,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2128","32",21,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2129","32",22,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2130","32",23,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2131","32",24,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2132","32",25,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2133","32",26,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2134","32",27,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2135","32",28,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2136","32",29,64,"LF64: Mortality or fitness reduction due to increases in salinity",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2137","32",30,65,"LF65: Mortality or fitness reduction due to deleterious substances",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2138","32",31,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",NA,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0
"2139","32",32,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",NA,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0
"2140","32",33,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",NA,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0
"2141","32",34,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",NA,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0
"2142","32",35,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",NA,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0
"2143","32",36,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",NA,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0
"2144","32",37,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",NA,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0
"2145","32",38,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",NA,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0
"2146","32",39,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",NA,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0
"2147","32",40,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",NA,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0
"2148","32",41,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",NA,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0
"2149","32",42,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",NA,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0
"2150","32",43,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",NA,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0
"2151","32",44,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2152","32",45,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2153","32",46,5,"LF5: Mortality or fitness reduction due to competition with invasive species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2154","32",47,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2155","32",48,9,"LF9: Mortality or fitness reduction due to fishing",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2156","32",49,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2157","32",50,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2158","32",51,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2159","32",52,18,"LF18: Mortality due to redd disturbance by humans",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2160","32",53,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2161","32",54,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2162","32",55,34,"LF34: Mortality or fitness reduction due to competition from invasive species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2163","32",56,47,"LF47: Mortality or fitness reduction due to elevated predation",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2164","32",57,48,"LF48: Mortality or fitness reduction due to predation by invasive species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2165","32",58,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2166","32",59,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2167","32",60,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2168","32",61,29,"LF29: Mortality or fitness reduction due to deleterious substances",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2169","32",62,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2170","32",63,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2171","32",64,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2172","32",65,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2173","32",66,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"2174","32",67,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"2175","32",68,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"2176","33",1,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2177","33",2,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2178","33",3,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2179","33",4,19,"LF19: Mortality or fitness reduction due to early alevin emergence",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2180","33",5,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2181","33",6,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2182","33",7,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2183","33",8,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2184","33",9,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2185","33",10,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2186","33",11,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2187","33",12,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2188","33",13,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2189","33",14,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2190","33",15,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2191","33",16,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2192","33",17,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2193","33",18,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2194","33",19,5,"LF5: Mortality or fitness reduction due to competition with invasive species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2195","33",20,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2196","33",21,9,"LF9: Mortality or fitness reduction due to fishing",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2197","33",22,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2198","33",23,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2199","33",24,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2200","33",25,18,"LF18: Mortality due to redd disturbance by humans",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2201","33",26,20,"LF20: Mortality or fitness reduction due to redd overspawn",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2202","33",27,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2203","33",28,34,"LF34: Mortality or fitness reduction due to competition from invasive species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2204","33",29,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2205","33",30,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2206","33",31,47,"LF47: Mortality or fitness reduction due to elevated predation",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2207","33",32,48,"LF48: Mortality or fitness reduction due to predation by invasive species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2208","33",33,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2209","33",34,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"2210","33",35,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2211","33",36,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2212","33",37,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2213","33",38,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2214","33",39,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2215","33",40,15,"LF15: Mortality or fitness reduction due to deleterious substances",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2216","33",41,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2217","33",42,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2218","33",43,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2219","33",44,29,"LF29: Mortality or fitness reduction due to deleterious substances",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2220","33",45,30,"LF30: Mortality or fitness reduction as a result of elevated predation",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2221","33",46,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2222","33",47,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2223","33",48,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2224","33",49,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2225","33",50,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2226","33",51,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2227","33",52,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2228","33",53,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2229","33",54,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2230","33",55,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2231","33",56,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2232","33",57,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2233","33",58,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2234","33",59,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2235","33",60,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2236","33",61,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2237","33",62,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2238","33",63,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2239","33",64,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2240","33",65,64,"LF64: Mortality or fitness reduction due to increases in salinity",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2241","33",66,65,"LF65: Mortality or fitness reduction due to deleterious substances",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2242","33",67,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2243","33",68,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"2244","34",1,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2245","34",2,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2246","34",3,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2247","34",4,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2248","34",5,15,"LF15: Mortality or fitness reduction due to deleterious substances",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2249","34",6,19,"LF19: Mortality or fitness reduction due to early alevin emergence",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2250","34",7,20,"LF20: Mortality or fitness reduction due to redd overspawn",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2251","34",8,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2252","34",9,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2253","34",10,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2254","34",11,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2255","34",12,29,"LF29: Mortality or fitness reduction due to deleterious substances",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2256","34",13,30,"LF30: Mortality or fitness reduction as a result of elevated predation",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2257","34",14,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2258","34",15,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2259","34",16,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2260","34",17,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2261","34",18,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"2262","34",19,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
